ThermalExpansionCoefficient_arithmetic_average,BCCenergy_pa_arithmetic_average,ThirdIonizationEnergy_arithmetic_average,Density_composition_average,IsPnictide_composition_average,HeatCapacityMolar_composition_average,valence_arithmetic_average,HeatFusion_arithmetic_average,HeatFusion_composition_average,IonicRadii_composition_average,SpaceGroupNumber_composition_average,GSenergy_pa_arithmetic_average,ThermalExpansionCoefficient_composition_average,BCCfermi_arithmetic_average,AtomicWeight_composition_average,AtomicNumber_composition_average,CovalentRadii_arithmetic_average,phi_arithmetic_average,BCCfermi_composition_average,HeatVaporization_composition_average,ElasticModulus_composition_average,NValance_composition_average,HeatCapacityMolar_arithmetic_average,GSbandgap_arithmetic_average,NUnfilled_composition_average
193.46,-5.027373114,51.6092,1000.9621808191808,0.1668331668331668,27.744709290709288,3.2,11.382,5.544575424575424,1.0904595404595403,42.65334665334666,-5.6696747065,544.2146853146853,4.11456378,25.119662391608397,11.933066933066932,1.158,3.1300000000000003,4.174191919800199,73.42714315684314,12.264735264735265,5.331668331668332,25.696400000000004,0.325,2.776223776223776
193.46,-5.027373114,51.6092,950.4612205588822,0.1666666666666666,27.733946107784437,3.2,11.382,5.368582834331337,1.0837824351297405,42.80439121756487,-5.6696747065,543.7582834331337,4.11456378,23.97406193013972,11.45808383233533,1.158,3.1300000000000003,4.139262445878243,69.32402225548903,12.793413173652697,5.330339321357286,25.696400000000004,0.325,2.781437125748503
193.46,-5.027373114,51.6092,1050.461220558882,0.1666666666666666,27.748916167664675,3.2,11.382,5.710399201596807,1.095259481037924,42.80439121756488,-5.6696747065,543.6135728542914,4.11456378,26.137584884231536,12.356287425149702,1.158,3.1300000000000003,4.201732490788423,77.572525249501,11.995009980039924,5.330339321357286,25.696400000000004,0.325,2.781437125748503
196.48,-4.901981852,47.2024,1316.212923923924,0.1651651651651651,27.65411611611612,3.2,13.808000000000002,5.842452452452453,1.0656356356356356,48.12112112112113,-5.5248021035,540.2459459459459,5.313786854000001,26.624344110110115,12.314314314314316,1.108,3.33,4.438312400680681,67.63101411411411,14.696696696696696,5.961961961961962,25.5244,0.325,2.5245245245245247
196.48,-4.901981852,47.2024,1416.121899201597,0.1666666666666666,27.685882235528943,3.2,13.808000000000002,6.046506986027945,1.068692614770459,46.49301397205589,-5.5248021035,544.6021956087824,5.313786854000001,27.82131885788424,12.79940119760479,1.108,3.33,4.474374682125749,70.00026976047904,15.55988023952096,6.112774451097804,25.5244,0.325,2.557884231536926
193.3,-5.234879656,53.2032,897.435421,0.162,27.59978,3.6,11.382,5.10241,1.06385,48.55799999999999,-5.8616263035000005,531.3489000000001,4.864362184,21.244702744,10.295,1.104,3.37,4.10057129711,59.7452741,17.523,5.271000000000001,25.2944,0.325,2.675
193.3,-5.234879656,53.2032,907.8475525525524,0.1611611611611611,27.576710710710717,3.6,11.382,5.123213213213213,1.0623823823823824,49.68368368368368,-5.8616263035000005,528.8336336336337,4.864362184,21.17839327527528,10.26126126126126,1.104,3.37,4.105479117857858,59.66069119119119,18.221221221221224,5.258258258258259,25.2944,0.325,2.6536536536536537
193.3,-5.234879656,53.2032,871.2854239999999,0.164,27.648344,3.6,11.382,5.04983,1.06689,46.165000000000006,-5.8616263035000005,536.6522,4.864362184,21.351682968,10.351,1.104,3.37,4.08791603768,59.6908504,15.904000000000002,5.295,25.2944,0.325,2.715
192.72,-4.558299012,54.54899999999999,947.173424,0.164,27.477410000000003,3.6,15.94,7.1693,1.05945,49.048,-5.2297887885000005,536.3825,5.145140506,23.655571968,11.281,1.084,3.52,4.21847795741,51.2371504,16.369,6.225,24.9268,0.4016,2.343
197.22,-3.766120176,52.1544,647.3574,0.15,27.455,2.8,9.314,4.7052,1.0503,61.870000000000005,-4.4116248135000005,495.212,5.116898352000001,19.422958032,9.44,1.128,3.1700000000000004,3.8998082216,56.17154,10.06,4.8,25.556400000000004,0.325,2.62
194.14,-5.413691262,52.3072,1741.350711,0.165,27.755192,3.6,12.554,6.246790000000001,1.08903,45.077,-6.0533943105,538.7248999999999,4.910556260000001,34.397186330000004,15.359,1.126,3.386,4.24115456329,83.29281310000002,17.567,6.715,25.7784,0.325,2.7150000000000003
198.2,-4.287375414,51.783,1735.146711,0.165,27.773232,3.0,10.4502,6.131081,1.09178,44.087,-4.9296578305,538.9481999999999,5.2999111,35.04588933,15.612,1.18,3.18,4.26256907949,81.93799810000002,15.4,6.7700000000000005,26.1064,0.325,2.726
198.2,-4.287375414,51.783,1657.5307080000002,0.163,27.753918,3.0,10.4502,5.832261999999999,1.08808,45.49,-4.9296578305,533.9765,5.2999111,34.062474005999995,15.230999999999998,1.18,3.18,4.25877957804,77.9171668,13.976,6.654999999999999,26.1064,0.325,2.675
194.14,-5.413691262,52.3072,1779.2152117882115,0.1658341658341658,27.773334665334676,3.6,12.554,6.33902097902098,1.092137862137862,43.95704295704296,-6.0533943105,541.1771228771229,4.910556260000001,35.21395373826174,15.677322677322678,1.126,3.386,4.254264820759241,84.71755914085917,17.283716283716288,6.800199800199801,25.7784,0.325,2.746253746253746
193.42,-4.633576172,50.3684,1762.987711,0.165,27.774552,3.0,13.522,6.3000300000000005,1.09376,44.692,-5.3008974425,538.6853,4.213689258,35.707526130000005,15.854,1.204,3.044,4.20282687818,83.35331310000002,16.17,6.814,26.1304,0.325,2.77
194.04,-5.024653894,50.28099999999999,1703.928711,0.165,27.770922,3.0,12.07,6.22017,1.0942,44.692,-5.689217393500001,538.7194,4.266675462,34.760855680000006,15.502,1.216,3.04,4.205741119400001,83.77461310000001,15.9544,6.66,26.0644,0.325,2.77
194.04,-5.024653894,50.28099999999999,1758.8236033966034,0.1658341658341658,27.7819060939061,3.0,12.07,6.324515484515485,1.0949550449550451,43.74725274725275,-5.689217393500001,541.1741258741259,4.266675462,35.41212067132868,15.755244755244757,1.216,3.04,4.234967693946055,84.98009660339662,16.40499500499501,6.770229770229771,26.0644,0.325,2.7762237762237767
193.78,-4.991012622,51.129000000000005,1687.571711,0.165,27.759812000000004,3.0,12.612,6.249980000000001,1.09123,44.692,-5.653400056500001,538.7051,4.510617782,34.277406362,15.304,1.18,3.05,4.219157947,82.80111310000002,16.126,6.66,25.8624,0.325,2.77
193.78,-4.991012622,51.129000000000005,1623.4844239999998,0.164,27.745374,3.0,12.612,6.153080000000001,1.08943,45.605,-5.653400056500001,536.4827,4.510617782,33.38697896,14.953,1.18,3.05,4.194868496260001,81.07156040000001,15.737,6.549,25.8624,0.325,2.763
193.42,-4.633576172,50.3684,1791.0054215784216,0.1658341658341658,27.783884115884124,3.0,13.522,6.3680319680319695,1.0947152847152848,43.74725274725275,-5.3008974425,541.1555444555445,4.213689258,35.92797052147853,15.94705294705295,1.204,3.044,4.233379695824176,84.75052617382619,16.522477522477523,6.854145854145855,26.1304,0.325,2.7762237762237767
194.04,-5.024653894,50.28099999999999,1595.094708,0.163,27.749298,3.0,12.07,6.010439999999999,1.09292,46.7,-5.689217393500001,533.5189,4.266675462,33.492406706,15.011,1.216,3.04,4.14512365786,81.5903968,15.0848,6.435,26.0644,0.325,2.763
193.78,-4.991012622,51.129000000000005,1562.380708,0.163,27.727078,3.0,12.612,6.07006,1.08698,46.7,-5.653400056500001,533.4903,4.510617782,32.52550807,14.614999999999998,1.18,3.05,4.17195731306,79.64339679999999,15.428,6.435,25.8624,0.325,2.763
194.14,-5.413691262,52.3072,1701.7084239999997,0.164,27.738654,3.6,12.554,6.148440000000001,1.08623,46.165000000000006,-6.0533943105,536.5115,4.910556260000001,33.561204368,15.033,1.126,3.386,4.2268635745,81.7867604,17.833000000000002,6.629,25.7784,0.325,2.683
193.42,-4.633576172,50.3684,1733.180424,0.164,27.766814,3.0,13.522,6.22588,1.09311,45.605,-5.3008974425,536.4539,4.213689258,35.467153168,15.753,1.204,3.044,4.171114214340001,81.87476040000001,15.801,6.773,26.1304,0.325,2.763
194.04,-5.024653894,50.28099999999999,1647.276424,0.164,27.761534,3.0,12.07,6.109719999999999,1.09375,45.605,-5.689217393500001,536.5035,4.266675462,34.090177968,15.241,1.216,3.04,4.175353110660001,82.4875604,15.4874,6.549,26.0644,0.325,2.763
193.78,-4.991012622,51.129000000000005,1749.9105164835166,0.1658341658341658,27.77585214785216,3.0,12.612,6.340759240759242,1.0933366633366637,43.74725274725275,-5.653400056500001,541.1663336663337,4.510617782,35.14868447952048,15.647352647352648,1.18,3.05,4.242278652587413,84.44962707292709,16.4985014985015,6.770229770229771,25.8624,0.325,2.7762237762237767
193.42,-4.633576172,50.3684,1713.212708,0.163,27.756558,3.0,13.522,6.170159999999999,1.09204,46.7,-5.3008974425,533.4507,4.213689258,35.385747605999995,15.715,1.204,3.044,4.13929517542,80.74779679999999,15.516,6.743,26.1304,0.325,2.763
198.2,-4.287375414,51.783,1775.8345924075925,0.1658341658341658,27.783164835164843,3.0,10.4502,6.275970029970031,1.0936363636363635,43.41758241758242,-4.9296578305,541.2988011988012,5.2999111,35.56743825374626,15.815184815184816,1.18,3.18,4.265933796983018,83.97930739260741,16.102897102897103,6.830169830169831,26.1064,0.325,2.7522477522477526
192.76,-5.657555906,52.369,1689.9644239999998,0.164,27.710654,3.6,13.992,6.26348,1.08735,46.165000000000006,-6.2974407465,536.4011,5.215666108,33.499621968,15.001,1.128,3.33,4.25127236234,81.62676040000001,18.601,6.597,25.4284,0.325,2.715
192.76,-5.657555906,52.369,1733.276711,0.165,27.735942,3.6,13.992,6.32588,1.0898,45.077,-6.2974407465,538.649,5.215666108,34.354848430000004,15.337000000000002,1.128,3.33,4.25793560493,83.18281310000002,18.095,6.6930000000000005,25.4284,0.325,2.737
192.76,-5.657555906,52.369,1610.4784210000005,0.162,27.65405,3.6,13.992,6.159459999999999,1.08167,48.55799999999999,-6.2974407465,531.1302000000001,5.215666108,31.825165744,14.345,1.128,3.33,4.2428493863300005,78.8507441,19.872,6.405,25.4284,0.325,2.675
192.76,-5.657555906,52.369,1774.8156113886114,0.1658341658341658,27.762845154845163,3.6,13.992,6.382117882117883,1.0925574425574427,43.95704295704296,-6.2974407465,541.1357642357643,5.215666108,35.19088340859142,15.665334665334669,1.128,3.33,4.263408972047953,84.6576190809191,17.571428571428577,6.78821178821179,25.4284,0.325,2.7582417582417587
200.52,-3.699835508000001,51.9964,840.9494239999999,0.164,27.717304,3.0,9.024,4.861190000000001,1.07409,46.165000000000006,-4.3264003635,537.2298,3.755813538,22.951169368,10.975,1.238,2.94,3.9992321460000007,57.0705304,12.0,5.343,26.1564,0.325,2.731
239.675,-4.368899365000001,57.63875,1057.0181248751248,0.1668331668331668,27.753100899100897,3.0,10.69,5.736183816183815,1.0968931068931067,42.65334665334666,-5.143286603125,544.1335664335664,4.3991669875,26.33244560839161,12.436563436563436,1.1175,2.9625000000000004,4.209210093226773,78.05091938061938,11.817182817182816,5.331668331668332,25.8555,0.40625,2.776223776223776
239.725,-4.6957429875,57.72125,1810.9531898101895,0.1668331668331668,27.79412987012987,3.0,12.239999999999998,6.423696303696302,1.0957842157842157,42.65334665334666,-5.495371798125,544.1557442557443,4.5253219675,36.00929475924076,15.985014985014985,1.115,3.0,4.265166947492507,85.87636393606392,16.807192807192806,6.884115884115884,25.948,0.40625,2.776223776223776
194.0,-4.763178996000001,50.215,1036.3789479479478,0.1651651651651651,27.742700700700706,3.0,10.83,5.632272272272273,1.0962662662662663,44.07307307307308,-5.4075492375000005,540.6454454454455,4.165751478,26.16581774774775,12.356356356356358,1.218,3.01,4.168405477537537,77.02232722722721,11.569769769769769,5.291291291291291,25.9904,0.325,2.770770770770771
194.0,-4.763178996000001,50.215,1054.746714,0.166,27.753682000000005,3.0,10.83,5.71655,1.09736,42.911,-5.4075492375000005,543.8223,4.165751478,26.316427742,12.428,1.218,3.01,4.19950914207,78.06305940000001,11.8044,5.3260000000000005,25.9904,0.325,2.776
193.2,-5.513783798,51.119,1075.5574299999998,0.168,27.764452,3.4,14.552,5.81812,1.09744,41.764,-6.133293588500001,546.884,4.499698004,26.497422296,12.516000000000002,1.162,3.18,4.23961520638,78.457103,11.928,5.364000000000001,25.6044,0.325,2.784
193.2,-5.513783798,51.119,1059.599143,0.167,27.755234,3.4,14.552,5.74792,1.09703,42.50200000000001,-6.133293588500001,544.6333,4.499698004,26.35351943400001,12.447,1.162,3.18,4.21386586611,78.0814703,11.829,5.337000000000001,25.6044,0.325,2.777
166.0,-4.443345891666667,47.33716666666667,809.105424,0.164,27.673594,3.0,9.668333333333337,4.888590000000001,1.06801,45.946000000000005,-5.00207297875,536.8844,4.556821851666666,21.2610715426,10.305,1.19,3.2666666666666666,4.06184860978,59.4241504,12.8575,5.247,25.642,0.2708333333333333,2.7190000000000003
166.0,-4.443345891666667,47.33716666666667,819.7374239999999,0.164,27.687574,3.0,9.668333333333337,4.892670000000001,1.07089,45.760000000000005,-5.00207297875,536.8136,4.556821851666666,21.632617411,10.461,1.19,3.2666666666666666,4.034656705900001,60.0391504,12.8209,5.247,25.642,0.2708333333333333,2.7430000000000003
166.0,-4.443345891666667,47.33716666666667,814.4214240000001,0.164,27.680584000000003,3.0,9.668333333333337,4.89063,1.06945,45.853,-5.00207297875,536.849,4.556821851666666,21.4468444768,10.383,1.19,3.2666666666666666,4.048252657840001,59.73165039999999,12.839200000000002,5.247,25.642,0.2708333333333333,2.731
165.06666666666666,-4.099690453333333,49.6205,799.2257079999999,0.163,27.61953,3.166666666666667,13.926666666666668,5.11082,1.0623399999999998,47.723,-4.6939796070833335,533.9815,4.748147371666667,21.0383738552,10.199000000000002,1.1233333333333333,3.4916666666666667,4.10745290619,57.8148068,12.751,5.327,25.090666666666667,0.3346666666666666,2.631
165.06666666666666,-4.099690453333333,49.6205,843.289708,0.163,27.520278,3.166666666666667,13.926666666666668,6.34148,1.05802,49.397,-4.6939796070833335,533.8249,4.748147371666667,22.3761158552,10.739,1.1233333333333333,3.4916666666666667,4.18326305313,52.90620680000001,13.021,5.867,25.090666666666667,0.3346666666666666,2.415
196.36,-3.387374922,54.04639999999999,861.2417079999999,0.163,27.479842,3.0,13.882,6.84286,1.05626,50.079,-4.0777301045000005,533.7611,5.102546656,22.9211218552,10.959,1.084,3.43,4.21414866855,50.9064068,13.130999999999998,6.087,25.0968,0.4016,2.327
198.74,-3.864699164,52.6172,970.4426853146856,0.1578421578421578,27.659128871128875,3.0,7.8402,4.303429570429571,1.0651248751248752,49.54445554445555,-4.4938433875,519.4936063936065,4.948607176,24.332252943056943,11.492507492507492,1.156,3.22,4.155742796953048,54.03770609390611,8.403596403596405,5.582417582417582,25.9724,0.325,2.529470529470529
192.72,-5.396081008,52.303,1067.5475804195803,0.1578421578421578,27.49552247752248,3.6,12.752,5.603756243756244,1.0677722277722277,54.30969030969032,-6.0157725905,517.8999000999002,5.114742124,23.30164385214785,11.121878121878122,1.13,3.3000000000000003,4.199724576393606,68.7816071928072,20.52847152847153,5.211788211788212,25.3544,0.325,2.5824175824175826
193.3,-5.234879656,53.2032,961.4416863136864,0.1578421578421578,27.479638361638365,3.6,11.382,5.241068931068932,1.0555944055944055,54.30969030969032,-5.8616263035000005,518.0534465534466,4.864362184,21.00601847752248,10.168831168831169,1.104,3.37,4.133440176693307,60.02945934065935,21.375624375624376,5.211788211788212,25.2944,0.325,2.5824175824175826
194.68,-4.991015012,53.1414,1000.3048231768234,0.1578421578421578,27.57229570429571,3.6,9.944,4.860379620379621,1.0518881118881118,54.30969030969032,-5.6175798675,518.4187812187813,4.559252336,21.209806389610392,10.274725274725276,1.102,3.426,4.052666840309691,60.55892987012988,18.834165834165837,5.317682317682318,25.6444,0.325,2.476523476523477
194.1,-5.152216364,52.24119999999999,1106.4107172827175,0.1578421578421578,27.588179820179825,3.6,11.314,5.223066933066933,1.064065934065934,54.30969030969032,-5.7717261545000005,518.2652347652348,4.809632276,23.50543176423577,11.227772227772228,1.128,3.3560000000000003,4.118951240009991,69.31107772227773,17.98701298701299,5.317682317682318,25.7044,0.325,2.476523476523477
198.16,-4.025900516,51.717,1076.5485794205797,0.1578421578421578,27.67501298701299,3.0,9.2102,4.666116883116883,1.0773026973026971,49.54445554445555,-4.647989674500001,519.34005994006,5.1989871160000005,26.62787831768232,12.445554445554446,1.182,3.15,4.222027196653347,62.78985394605396,7.556443556443558,5.582417582417582,26.032400000000003,0.325,2.529470529470529
198.2,-4.287375414,51.783,1436.5355924075927,0.1578421578421578,27.6946033966034,3.0,10.4502,4.994388611388612,1.0767732267732268,49.54445554445555,-4.9296578305,519.3506493506494,5.2999111,31.24835584015985,14.13986013986014,1.18,3.18,4.248745334275725,66.52632747252748,9.93906093906094,6.323676323676324,26.1064,0.325,2.529470529470529
196.36,-3.387374922,54.04639999999999,813.792418,0.16,27.455716,3.0,13.882,6.36271,1.0522399999999998,52.938,-4.0777301045000005,526.5197,5.102546656,21.9421646482,10.53,1.084,3.43,4.19861821527,51.7204978,12.3685,5.8340000000000005,25.0968,0.4016,2.3200000000000003
196.36,-3.387374922,54.04639999999999,826.8865915915916,0.1611611611611611,27.46594994994995,3.0,13.882,6.504564564564563,1.0538138138138138,51.88288288288288,-4.0777301045000005,529.198898898899,5.102546656,22.23696087807808,10.65965965965966,1.084,3.43,4.204054548038038,51.27640690690691,12.55855855855856,5.912912912912914,25.0968,0.4016,2.3213213213213213
196.36,-3.387374922,54.04639999999999,876.1334239999999,0.164,27.491010000000003,3.0,13.882,7.004659999999999,1.05817,48.984,-4.0777301045000005,536.6737,5.102546656,23.2553389856,11.105,1.084,3.43,4.215070449410001,50.4579504,13.353000000000002,6.177,25.0968,0.4016,2.327
196.94,-4.063955566,52.7006,756.672418,0.16,27.584376,3.0,9.324000000000002,4.76741,1.05784,50.768,-4.7095676195000005,526.7227,4.821768334000001,20.2080546482,9.83,1.104,3.28,4.100345802570001,58.0834978,12.0185,5.134,25.4644,0.325,2.6
196.94,-4.063955566,52.7006,824.8106163836164,0.1658341658341658,27.69766033966035,3.0,9.324000000000002,4.951558441558443,1.0690009990009992,43.93306693306694,-4.7095676195000005,541.528071928072,4.821768334000001,21.339232690909093,10.354645354645356,1.104,3.28,4.077882123296704,59.62410259740259,13.3996003996004,5.301698301698302,25.4644,0.325,2.7522477522477526
196.36,-3.387374922,54.04639999999999,910.405021978022,0.1658341658341658,27.504863136863143,3.0,13.882,7.342117882117883,1.0606093906093907,47.18481518481519,-4.0777301045000005,541.2238761238762,5.102546656,23.93779912447553,11.403596403596405,1.084,3.43,4.225143480989011,50.08913756243757,13.924075924075924,6.350649350649352,25.0968,0.4016,2.332667332667333
196.94,-4.063955566,52.7006,777.555421,0.162,27.62273,3.0,9.324000000000002,4.82458,1.06169,48.45,-4.7095676195000005,531.8403000000001,4.821768334000001,20.5693095862,9.998,1.104,3.28,4.09482112736,58.4303741,12.4335,5.19,25.4644,0.325,2.648
196.94,-4.063955566,52.7006,1404.610823823824,0.1241241241241241,27.023585585585582,3.0,9.324000000000002,6.293153153153153,0.9675075075075076,84.36436436436436,-4.7095676195000005,412.0198198198199,4.821768334000001,24.464946466066067,11.63963963963964,1.104,3.28,3.5758886515515518,127.12614344344344,28.991991991991988,4.722722722722723,25.4644,0.325,3.4654654654654653
165.06666666666666,-4.099690453333333,49.6205,800.7484534534535,0.1611611611611611,27.524824824824822,3.166666666666667,13.926666666666668,5.7745545545545545,1.0563763763763765,50.88988988988988,-4.6939796070833335,529.2917917917919,4.748147371666667,21.44343134854855,10.33933933933934,1.1233333333333333,3.4916666666666667,4.159085047017017,54.18811861861862,12.398398398398395,5.592592592592593,25.090666666666667,0.3346666666666666,2.4494494494494496
165.06666666666666,-4.099690453333333,49.6205,834.3137079999999,0.163,27.540496,3.166666666666667,13.926666666666668,6.09079,1.0589,49.056,-4.6939796070833335,533.8568,4.748147371666667,22.1036128552,10.629,1.1233333333333333,3.4916666666666667,4.16782024542,53.9061068,12.966,5.757,25.090666666666667,0.3346666666666666,2.459
165.06666666666666,-4.099690453333333,49.6205,782.8048971028971,0.1598401598401598,27.479490509490518,3.166666666666667,13.926666666666668,5.735124875124876,1.051128871128871,53.33066933066935,-4.6939796070833335,523.2717282717283,4.748147371666667,21.097590689110888,10.17882117882118,1.1233333333333333,3.4916666666666667,4.174108477292708,54.03621798201797,12.034465534465534,5.533466533466534,25.090666666666667,0.3346666666666666,2.4045954045954048
165.06666666666666,-4.099690453333333,49.6205,821.6523603603604,0.1631631631631631,27.56321721721722,3.166666666666667,13.926666666666668,5.831781781781781,1.0602302302302302,48.569569569569566,-4.6939796070833335,534.4145145145145,4.748147371666667,21.8050479031031,10.507507507507508,1.1233333333333333,3.4916666666666667,4.153554841601602,54.53534214214214,12.81381381381381,5.648648648648649,25.090666666666667,0.3346666666666666,2.497497497497497
165.06666666666666,-4.099690453333333,49.6205,813.430705,0.161,27.502142000000003,3.166666666666667,13.926666666666668,6.033619999999999,1.05505,51.374,-4.6939796070833335,528.7392,4.748147371666667,21.7423579172,10.461,1.1233333333333333,3.4916666666666667,4.17334492063,53.5592305,12.550999999999998,5.7010000000000005,25.090666666666667,0.3346666666666666,2.411
165.06666666666666,-4.099690453333333,49.6205,848.8437110000001,0.165,27.59809,3.166666666666667,13.926666666666668,5.923500000000001,1.06362,46.397,-4.6939796070833335,538.9889,4.748147371666667,22.2380232546,10.706,1.1233333333333333,3.4916666666666667,4.1434687316400005,55.2963831,13.3705,5.714,25.090666666666667,0.3346666666666666,2.55
165.06666666666666,-4.099690453333333,49.6205,857.819711,0.165,27.577872,3.166666666666667,13.926666666666668,6.17419,1.06274,46.738,-4.6939796070833335,538.957,4.748147371666667,22.5105262546,10.816,1.1233333333333333,3.4916666666666667,4.15891153935,54.2964831,13.4255,5.824,25.090666666666667,0.3346666666666666,2.506
165.06666666666666,-4.099690453333333,49.6205,790.9567452547454,0.1598401598401598,27.46112887112888,3.166666666666667,13.926666666666668,5.962797202797203,1.0503296703296705,53.640359640359655,-4.6939796070833335,523.2427572427573,4.748147371666667,21.345073206593405,10.278721278721278,1.1233333333333333,3.4916666666666667,4.188133368501499,53.12812607392607,12.084415584415584,5.633366633366634,25.090666666666667,0.3346666666666666,2.364635364635365
193.78,-4.48060906,52.765,1108.010122754491,0.2225548902195609,27.631111776447103,3.8,12.51,5.683792415169661,1.079870259481038,43.19560878243513,-5.1300533475000005,543.8477045908184,5.946964358,25.91143278842316,12.184630738522957,1.12,3.49,4.651310511586827,35.33112804391218,19.61177644710579,6.056886227544911,25.3284,0.325,2.3902195608782435
197.42,-3.30968497,52.2624,859.8664101796408,0.2225548902195609,27.67861676646707,3.2,10.452,5.10870259481038,1.0753992015968064,42.97205588822355,-3.9779946635,544.864870259481,5.904370508,24.51341338882236,11.56986027944112,1.12,3.4000000000000004,4.639408038532935,32.60937155688623,9.076846307385228,5.889221556886228,25.4984,0.325,2.3343313373253496
195.16,-4.2367444160000005,52.7032,1149.0320788423155,0.2225548902195609,27.72891616766467,3.8,11.072,5.281956087824351,1.0759580838323353,43.19560878243513,-4.8860069115,544.2333333333333,5.641854510000001,26.12654097205589,12.296407185628745,1.118,3.5460000000000003,4.566050274620759,35.89001027944112,16.929141716566868,6.168662674650699,25.678400000000003,0.325,2.2784431137724552
194.58,-4.601977644,51.1152,832.4317110000001,0.165,27.704592,3.0,9.46,4.9282200000000005,1.07242,44.692,-5.253402950500001,538.9866999999999,3.915371538,21.82917868,10.552,1.192,3.08,4.03184567702,60.4234831,13.0834,5.274,25.9304,0.325,2.77
194.58,-4.601977644,51.1152,829.233708,0.163,27.691008,3.0,9.46,4.87509,1.07378,46.7,-5.253402950500001,533.7538,3.915371538,22.128205706,10.661,1.192,3.08,3.99230645092,61.0697068,12.561799999999998,5.2170000000000005,25.9304,0.325,2.763
194.58,-4.601977644,51.1152,828.597424,0.164,27.699224,3.0,9.46,4.89607,1.07329,45.605,-5.253402950500001,536.7546,3.915371538,21.942238968,10.591,1.192,3.08,4.011996786000001,60.5516504,12.790400000000002,5.247,25.9304,0.325,2.763
194.68,-4.991015012,53.1414,869.8537110000001,0.165,27.688862,3.6,9.944,4.954840000000001,1.06725,45.077,-5.6175798675,538.9922,4.559252336,21.465509330000003,10.409,1.102,3.426,4.06725912091,59.94168309999999,14.696,5.329000000000001,25.6444,0.325,2.7150000000000003
194.32,-4.568336372,51.9632,796.5197079999999,0.163,27.668788,3.0,10.002,4.93471,1.06784,46.7,-5.217585613500001,533.7252,4.159313858,21.16130707,10.265,1.156,3.09,4.01914010612,59.1227068,12.904999999999998,5.2170000000000005,25.7284,0.325,2.763
198.74,-3.864699164,52.6172,863.6497110000001,0.165,27.706902,3.0,7.8402,4.839131,1.07,44.087,-4.4938433875,539.2155,4.948607176,22.11421233,10.662,1.156,3.22,4.08867363711,58.5868681,12.529,5.384,25.9724,0.325,2.726
194.68,-4.991015012,53.1414,904.077708,0.163,27.659548,3.6,9.944,4.92833,1.06344,47.46999999999999,-5.6175798675,533.7648,4.559252336,21.400867006,10.375,1.102,3.426,4.0631333387,60.1061068,15.786999999999995,5.327,25.6444,0.325,2.653
198.74,-3.864699164,52.6172,891.6697079999999,0.163,27.695628,3.0,7.8402,4.696912,1.06894,45.49,-4.4938433875,534.2114,4.948607176,22.698273006,10.881,1.156,3.22,4.1059623711,57.3964768,11.452999999999998,5.436999999999999,25.9724,0.325,2.675
198.74,-3.864699164,52.6172,902.025421,0.162,27.69131,3.0,7.8402,4.624267,1.06871,46.128,-4.4938433875,532.0833,4.948607176,22.940894044,10.97,1.156,3.22,4.111944371030001,56.6898191,10.908,5.46,25.9724,0.325,2.648
194.68,-4.991015012,53.1414,917.253421,0.162,27.64703,3.6,9.944,4.90828,1.06196,48.55799999999999,-5.6175798675,531.5352,4.559252336,21.348623044,10.349,1.102,3.426,4.059381467630001,60.015274100000006,16.227,5.325,25.6444,0.325,2.621
193.3,-5.234879656,53.2032,887.9297079999999,0.163,27.621048,3.6,11.382,5.08651,1.0649799999999998,47.46999999999999,-5.8616263035000005,533.613,4.864362184,21.316191206,10.331,1.104,3.37,4.09669542198,59.8861068,16.843,5.283,25.2944,0.325,2.697
194.58,-4.601977644,51.1152,825.399421,0.162,27.68564,3.0,9.46,4.8429400000000005,1.07465,47.613,-5.253402950500001,531.5217,3.915371538,22.241265994000003,10.7,1.192,3.08,3.9724575599,61.1978741,12.2688,5.19,25.9304,0.325,2.756
193.3,-5.234879656,53.2032,861.779711,0.165,27.669612,3.6,11.382,5.03393,1.06802,45.077,-5.8616263035000005,538.9163,4.864362184,21.42317143,10.387,1.104,3.37,4.08404016255,59.83168309999999,15.224,5.307,25.2944,0.325,2.737
193.36,-4.2930910440000005,50.846,850.845711,0.165,27.710972,3.0,8.422,4.871130000000001,1.07396,44.692,-4.9459922325,538.9196,4.823944180000001,22.3791745,10.75,1.118,3.074,4.08181717233,60.4924531,12.925,5.274,26.0464,0.325,2.77
193.36,-4.2930910440000005,50.846,855.3814239999999,0.164,27.708504,3.0,8.422,4.81303,1.07553,45.605,-4.9459922325,536.657,4.823944180000001,22.742232888,10.879,1.118,3.074,4.0846825973600005,60.6519704,12.56,5.247,26.0464,0.325,2.763
193.36,-4.2930910440000005,50.846,866.061708,0.163,27.703768,3.0,8.422,4.76091,1.07686,46.7,-4.9459922325,533.6196,4.823944180000001,23.228197346,11.057,1.118,3.074,4.09224944154,61.2076468,12.244999999999996,5.2170000000000005,26.0464,0.325,2.763
193.36,-4.2930910440000005,50.846,870.597421,0.162,27.7013,3.0,8.422,4.70281,1.07843,47.613,-4.9459922325,531.357,4.823944180000001,23.591255734,11.186,1.118,3.074,4.09511486657,61.3671641,11.88,5.19,26.0464,0.325,2.756
