ThermalExpansionCoefficient_arithmetic_average,BCCenergy_pa_arithmetic_average,ThirdIonizationEnergy_arithmetic_average,Density_composition_average,IsPnictide_composition_average,HeatCapacityMolar_composition_average,valence_arithmetic_average,HeatFusion_arithmetic_average,HeatFusion_composition_average,IonicRadii_composition_average,SpaceGroupNumber_composition_average,GSenergy_pa_arithmetic_average,ThermalExpansionCoefficient_composition_average,BCCfermi_arithmetic_average,AtomicWeight_composition_average,AtomicNumber_composition_average,CovalentRadii_arithmetic_average,phi_arithmetic_average,BCCfermi_composition_average,HeatVaporization_composition_average,ElasticModulus_composition_average,NValance_composition_average,HeatCapacityMolar_arithmetic_average,GSbandgap_arithmetic_average,NUnfilled_composition_average
62.175,-3.457431255,55.42025,1513.56,0.08,23.6748,4.0,15.050249999999998,4.98688,0.478,134.36,-3.9959130540625,62.388000000000005,5.6101780975,23.55110096,11.36,1.1325,3.2375,4.7989964624,78.004,18.12,4.24,23.6515,1.0525,1.76
81.0,-3.18378671,62.487,1465.884,0.143,23.580012,4.0,7.753666666666667,4.552023999999999,0.42935,113.223,-3.78920422375,70.15899999999999,6.020223276666666,23.542660966,11.528,1.1033333333333333,2.8,5.58453370282,55.9975,14.001,4.192,23.794666666666668,1.2756666666666665,1.81
196.94,-4.063955566,52.7006,790.2497079999999,0.163,27.639748,3.0,9.324000000000002,4.86013,1.0632199999999998,47.382,-4.7095676195000005,534.0134,4.821768334000001,20.7658708552,10.089,1.104,3.28,4.09201009848,58.8147068,12.695999999999998,5.2170000000000005,25.4644,0.325,2.675
172.0,-4.247722582000001,49.5992,1493.1772512512512,0.0,27.474262262262258,2.6,8.226,3.543723723723724,1.1407407407407406,111.67167167167167,-4.769121335,409.0623623623624,4.61356377,35.56035414574574,15.585585585585584,1.168,2.734,3.013637754304304,144.37114654654653,17.4024024024024,4.05005005005005,26.1816,0.0,3.137137137137137
62.175,-3.457431255,55.42025,1486.973,0.091,23.668984,4.0,15.050249999999998,4.812024999999999,0.47146,131.108,-3.9959130540625,63.802,5.6101780975,23.284091342,11.267,1.1325,3.2375,4.90340734204,73.9648,17.060000000000002,4.179,23.6515,1.0525,1.757
143.96666666666667,-5.227224596666667,36.5915,1740.7424765234764,0.0,27.49864935064935,2.833333333333333,12.351666666666668,3.941378621378621,1.14017982017982,111.8251748251748,-5.6458508925,412.1376623376623,3.723271611666667,37.873242847152845,16.435564435564434,1.33,2.64,2.988267251768232,146.642936963037,19.35064935064935,4.449550449550449,26.689666666666668,0.0,3.0649350649350646
168.64,-5.887965064,43.9098,1700.266952047952,0.0,27.49656143856144,3.0,13.398,3.8451448551448553,1.14045954045954,111.51048951048948,-6.390316619,412.0726273726273,4.147997796,37.47901302697302,16.29170829170829,1.2,2.704,3.010452252107892,146.756873026973,19.00999000999001,4.377622377622377,26.413599999999995,0.0,3.1068931068931067
172.57999999999998,-4.08652123,50.4994,1644.7913276723282,0.0,27.90938861138861,2.6,6.856,3.930049950049951,1.1647652347652349,85.52747252747254,-4.614975048,481.8534465534466,4.36318383,35.55510747112888,15.95704295704296,1.142,2.8040000000000003,3.3740857344555453,144.18351638361642,28.71178821178822,4.886113886113886,26.1216,0.0,3.92907092907093
172.57999999999998,-4.08652123,50.4994,1644.094119,0.0,27.911578,2.6,6.856,3.92754,1.1651,85.415,-4.614975048,482.3038,4.36318383,35.5628361172,15.961,1.142,2.8040000000000003,3.38202053403,144.0461999,28.691000000000003,4.889,26.1216,0.0,3.929
172.57999999999998,-4.08652123,50.4994,1716.2256213786216,0.0,28.074000000000005,2.6,6.856,3.98928071928072,1.186773226773227,77.92607392607394,-4.614975048,504.5809190809192,4.36318383,37.34908405454546,16.75724275724276,1.142,2.8040000000000003,3.5556069267832173,144.6638448551449,29.810689310689312,5.094905094905096,26.1216,0.0,4.101898101898103
209.95,-4.195604755000001,56.0125,1710.398409,0.0,27.981578,2.5,5.8925,3.97207,1.17519,82.72800000000001,-4.83236303,489.0946,3.5129614325,37.13761374,16.625999999999998,1.1324999999999998,2.455,3.48463220495,146.2371089,29.37,4.97,26.602,0.0,4.045999999999999
443.81666666666666,-3.543425546666666,52.534,1650.1352482482484,0.0,27.940692692692693,2.333333333333333,5.755833333333334,3.912132132132133,1.167007007007007,84.94194194194195,-4.128822699583334,492.3427427427427,3.37149278,35.90448907347348,16.1001001001001,1.0716666666666668,2.336666666666667,3.404977752012012,143.7053082082082,28.57257257257257,4.910910910910911,26.985333333333337,0.3283333333333333,3.931931931931932
63.5,-3.360318815,53.190250000000006,2268.598598598598,0.2272272272272272,23.63762162162162,4.25,10.76275,6.003528528528529,0.4498498498498498,113.004004004004,-3.8712437528125,61.70670670670671,6.6124579125,38.467471813813816,17.71971971971972,1.1775,3.2,6.3472706640140135,49.26328328328328,22.214214214214213,5.997997997997998,24.1535,0.95675,2.0
63.5,-3.360318815,53.190250000000006,2572.647,0.282,23.515942000000003,4.25,10.76275,6.829967,0.41274,97.779,-3.8712437528125,63.566,6.6124579125,44.060141106,20.229,1.1775,3.2,7.21898534593,36.65723,24.441000000000003,6.803,24.1535,0.95675,2.161
63.5,-3.360318815,53.190250000000006,2431.2407592407594,0.2567432567432567,23.573878121878124,4.25,10.76275,6.449963036963037,0.4302497502497503,104.93406593406596,-3.8712437528125,62.6883116883117,6.6124579125,41.46003345254745,19.060939060939063,1.1775,3.2,6.810644888821178,42.58609390609391,23.40659340659341,6.427572427572429,24.1535,0.95675,2.0859140859140863
171.62,-4.579214542,39.3118,2227.042364,0.0,27.576378,2.6,10.622,4.91502,1.14556,114.40300000000002,-5.06582936,416.8982,3.622315804,43.51790533,18.512,1.306,2.478,2.78408139878,142.2504744,22.88,5.332,26.9556,0.0,2.578
209.375,-5.2431376125,49.13975,2475.7055105105105,0.0,27.67662662662663,2.75,11.4975,4.9769469469469465,1.1526726726726726,105.85185185185183,-5.851406135,437.2597597597598,4.1279845825,45.698379379379375,19.455455455455457,1.1375000000000002,2.5175,3.282025865825826,156.81597647647646,25.74874874874875,5.63963963963964,26.677,0.0,3.1811811811811816
260.0,-2.51545656,60.14125,567.2755215215216,0.1911911911911911,27.879445445445445,3.75,7.379999999999999,4.4738538538538535,1.045195195195195,57.448448448448445,-3.38314756875,484.0860860860861,4.4654624575,19.262333345345347,9.21821821821822,1.0875,2.1,3.8337594672572575,36.13359019019019,3.088088088088088,4.973973973973974,33.123,0.6717500000000001,1.9569569569569567
238.25,-2.4907170725000003,61.794,465.24227800000006,0.222,28.150895,3.75,6.239999999999999,4.9264,1.10141,39.639,-3.452905403125,466.9800000000001,3.8953327975,20.477575564,9.998,1.0025,2.1,4.214784313460001,22.1095604,2.22,5.3340000000000005,28.00275,1.0295,2.0000000000000004
209.95,-4.195604755000001,56.0125,1570.3574,0.0,27.8358,2.5,5.8925,3.882,1.154,88.30000000000001,-4.83236303,474.84,3.5129614325,33.757687000000004,15.2,1.1324999999999998,2.455,3.239566418,141.75354,28.0,4.8,26.602,0.0,3.8
244.025,-3.16462743,59.003,483.7014115884117,0.1938061938061938,27.34849350649351,2.75,8.1175,4.415364635364635,1.0255944055944055,55.55444555444556,-3.943152744375,499.2755244755245,5.28317268,17.161324612187812,8.38761238761239,1.05,3.1500000000000004,3.89218382927073,36.446061238761246,3.5504495504495504,4.7732267732267735,25.5655,0.40625,2.0159840159840163
244.025,-3.16462743,59.003,488.17843343343344,0.1901901901901902,27.345935935935938,2.75,8.1175,4.392412412412413,1.0263263263263265,56.53453453453454,-3.943152744375,498.2974974974975,5.28317268,17.147665909109108,8.38038038038038,1.05,3.1500000000000004,3.8845983374374375,37.626912412412416,3.81981981981982,4.762762762762763,25.5655,0.40625,2.0240240240240244
244.025,-3.16462743,59.003,494.04744444444447,0.1871871871871872,27.33735935935936,2.75,8.1175,4.382182182182182,1.025935935935936,57.63463463463464,-3.943152744375,496.4930930930931,5.28317268,17.137602914514517,8.374374374374375,1.05,3.1500000000000004,3.879526074974976,38.894458158158166,4.097097097097097,4.748748748748749,25.5655,0.40625,2.032032032032032
45.68,-2.635716646,51.0422,2582.0289999999995,0.0,26.849256000000004,4.199999999999999,11.0012,8.395717999999999,0.66463,134.501,-3.02016017875,53.7311,4.163185296,43.48483529,19.671,1.212,2.3,4.80961481994,106.2525,29.542,7.401000000000001,30.2484,0.7294,2.0570000000000004
35.35,-3.031269895,55.55275,2540.687312687313,0.0,23.36666533466533,3.5,11.8115,9.210698301698304,0.4427072927072927,131.1928071928072,-3.3988496190625,50.24795204795205,4.0806734875,37.11145454545455,17.40659340659341,1.1825,2.875,5.475843633026973,112.34075924075924,36.19980019980021,6.967032967032967,24.203,0.64625,2.3456543456543457
81.0,-3.18378671,62.487,1345.69,0.105,23.72738,4.0,7.753666666666667,4.025454,0.4752699999999999,129.79899999999998,-3.78920422375,65.881,6.020223276666666,21.37321601,10.422,1.1033333333333333,2.8,4.8336695043,67.97109999999999,13.741,3.79,23.794666666666668,1.2756666666666665,1.684
81.0,-3.18378671,62.487,1237.773,0.071,23.859804,4.0,7.753666666666667,3.554649,0.51648,144.672,-3.78920422375,62.047,6.020223276666666,19.425522102,9.429,1.1033333333333333,2.8,4.15985985894,78.7204,13.506,3.429,23.794666666666668,1.2756666666666665,1.571
238.25,-2.4907170725000003,61.794,433.689408,0.152,27.507027,3.75,6.239999999999999,4.00136,1.05263,76.90299999999999,-3.452905403125,418.01,3.8953327975,16.865085424,8.176,1.0025,2.1,3.25416126124,47.0184846,3.67,4.456,28.00275,1.0295,1.7979999999999998
196.94,-4.063955566,52.7006,809.0278619999999,0.169,27.7561,3.0,9.324000000000002,4.94289,1.07607,40.083,-4.7095676195000005,553.3613,4.821768334000001,21.4137171342,10.412,1.104,3.28,4.21211470127,56.054990200000006,13.0035,5.388000000000001,25.4644,0.325,2.756
165.06666666666666,-4.099690453333333,49.6205,837.577708,0.163,27.533144,3.166666666666667,13.926666666666668,6.18195,1.05858,49.18,-4.6939796070833335,533.8452,4.748147371666667,22.2027048552,10.669,1.1233333333333333,3.4916666666666667,4.17343581186,53.5425068,12.986,5.797000000000001,25.090666666666667,0.3346666666666666,2.443
35.35,-3.031269895,55.55275,2113.568,0.0,23.57993,3.5,11.8115,7.364519999999999,0.48717,143.64,-3.3988496190625,51.3149,4.0806734875,31.038379,14.601,1.1825,2.875,4.71768298905,109.18072,29.757,5.769,24.203,0.64625,2.063
35.35,-3.031269895,55.55275,2327.2382382382384,0.0,23.470576576576576,3.5,11.8115,8.294716716716716,0.4645545545545546,137.35835835835837,-3.3988496190625,50.80150150150151,4.0806734875,34.08575575575576,16.01001001001001,1.1825,2.875,5.1024014973573575,110.65243243243243,33.01401401401401,6.37037037037037,24.203,0.64625,2.204204204204204
172.2,-4.1784824700000005,53.0398,1533.7629379999998,0.0,27.474516,2.6,9.37,4.36673,1.13994,112.509,-4.666072026,421.221,3.5376172720000003,34.09857875,15.119,1.2919999999999998,2.494,2.840119829,140.8615798,16.653,4.175,26.5476,0.0,2.697
182.16,-3.607380744,59.1382,1738.1621249999998,0.0,28.07737,2.2,5.234,3.9733,1.18426,81.72,-4.117938700666,492.3958,3.073418982,37.94769090488,16.995,1.214,2.5040000000000004,3.54425853036,145.6669725,29.445,4.999,26.9276,0.0,4.081
171.62,-4.579214542,39.3118,2274.562938,0.0,27.595676,2.6,10.622,4.92499,1.14682,112.681,-5.06582936,421.0523,3.622315804,43.89559025,18.677,1.306,2.478,2.8818445585,145.0837798,23.44,5.393,26.9556,0.0,2.697
171.96,-4.579961932,49.4934,2190.2829380000003,0.0,27.503613,2.6,10.906,4.98605,1.12876,112.509,-5.070790821,421.1254,3.88147238,39.71388325,17.128999999999998,1.258,2.524,2.93756322234,145.7059898,23.784,5.393,26.5274,0.0,2.697
209.375,-5.2431376125,49.13975,2220.06308,0.0,27.51936,2.75,11.4975,4.6240000000000006,1.1312,111.96,-5.851406135,419.608,4.1279845825,41.4076548,17.68,1.1375000000000002,2.5175,3.0297496384,149.870068,23.44,5.28,26.677,0.0,2.96
35.35,-3.031269895,55.55275,1688.395604395604,0.0,23.80468931068931,3.5,11.8115,5.450834165834164,0.5326873126873126,155.93006993006992,-3.3988496190625,52.34895104895104,4.0806734875,24.948949050949047,11.785214785214784,1.1825,2.875,3.945878938801198,106.18593406593403,23.05894105894106,4.566433566433566,24.203,0.64625,1.783216783216783
196.94,-4.063955566,52.7006,796.460282,0.165,27.652824000000003,3.0,9.324000000000002,4.91984,1.06341,45.807,-4.7095676195000005,538.4748,4.821768334000001,20.9024533968,10.170000000000002,1.104,3.28,4.2301166211800005,58.0356722,12.894,5.266,25.4644,0.325,2.7
196.36,-3.387374922,54.04639999999999,843.651421,0.162,27.473852,3.0,13.882,6.67057,1.05521,50.961,-4.0777301045000005,531.6054,5.102546656,22.5759225862,10.808,1.084,3.43,4.20853634777,51.0674741,12.8385,6.0,25.0968,0.4016,2.324
239.675,-3.32167187,60.44625,925.2818611388612,0.1668331668331668,27.516019980019976,3.0,14.675,7.503756243756242,1.0625174825174823,46.09090909090909,-4.160806850625,544.1335664335664,4.437164965,24.271682371628373,11.54945054945055,1.06,3.2375,4.22606434098901,49.64112917082917,14.145854145854145,6.440559440559441,25.321,0.502,2.3326673326673326
172.54,-3.136014448,50.5442,1725.8719590000003,0.048,27.869668000000004,3.4,9.506,3.5008000000000004,1.21131,93.36800000000002,-3.729539000334,456.5371,4.618846596,43.0503334,18.662000000000003,1.2719999999999998,2.088,3.0756542388000003,76.15566390000001,12.47,5.962000000000001,26.5296,0.0928,3.0020000000000007
688.25,-2.45906743,67.568,434.7493,0.15,27.2858,2.25,5.503749999999999,3.80375,1.02,75.75,-3.43131220375,512.85,2.9454137075,15.67798446,7.6,0.935,2.1,3.035762491,47.85894,3.75,4.4,27.3415,0.8987499999999999,1.8
212.925,-3.2193709775,59.831,520.2613476523476,0.0,26.467380619380613,2.5,16.035,4.738641358641359,0.9910489510489509,137.4165834165834,-3.949254985,351.19490509490504,5.2448075575,12.93140304275724,6.214785214785214,1.0625,2.9375,2.3362780853346647,105.4952936063936,17.045454545454547,3.367632367632367,24.607,0.19325,1.7912087912087908
172.0,-4.530098072,48.0318,2236.722938,0.0,27.540636,2.6,10.684,4.93832,1.13994,112.509,-5.017687628,421.134,3.644501568,41.75818925,17.903,1.2919999999999998,2.494,2.88661449776,144.94187979999998,23.526,5.393,26.6996,0.0,2.697
146.76666666666668,-4.09566877,40.0265,2256.4564815184817,0.0,27.568017982017984,2.5,10.09,4.933996003996005,1.1435764235764236,112.70929070929073,-4.5019934,420.694005994006,3.303691421666666,42.89646678321679,18.31868131868132,1.4066666666666665,2.465,2.8830016315984017,145.00637342657345,23.47352647352648,5.38961038961039,26.928,0.0,2.6943056943056947
62.175,-3.457431255,55.42025,1471.536,0.098,23.66508,4.0,15.050249999999998,4.713328000000001,0.4673,129.066,-3.9959130540625,64.6828,5.6101780975,23.133498676,11.216,1.1325,3.2375,4.96999013644,71.4874,16.422,4.144,23.6515,1.0525,1.756
168.64,-5.887965064,43.9098,1592.0216450000005,0.0,27.46759,3.0,13.398,3.70057,1.1382,112.415,-6.390316619,408.1103,4.147997796,36.2940329,15.837,1.2,2.704,2.96898012947,145.6487245,18.109,4.197,26.413599999999995,0.0,3.0969999999999995
49.54,-3.3307204660000003,45.0782,1025.653787912088,0.0729270729270729,24.30800899100899,3.2,14.704200000000002,6.280688311688312,0.7642057942057943,152.17682317682318,-4.275320318084,42.9017982017982,6.308004481999999,14.544338307692309,7.204795204795205,0.8900000000000001,3.78,4.678904909340659,81.82032197802198,39.977022977022976,2.8771228771228774,22.2614,2.6408,1.7182817182817185
165.78333333333333,-4.415311498333333,48.04383333333334,803.380424,0.164,27.676464000000003,3.0,10.12,4.92248,1.06792,45.760000000000005,-4.972225197916667,536.7993,4.760107118333333,21.149168093,10.263,1.16,3.275,4.0480735335,59.0656504,12.9925,5.247,25.47366666666667,0.2708333333333333,2.7430000000000003
165.78333333333333,-4.415311498333333,48.04383333333334,801.670424,0.164,27.668544,3.0,10.12,4.902140000000001,1.06666,45.946000000000005,-4.972225197916667,536.8779,4.760107118333333,21.0413218526,10.215,1.16,3.275,4.06794716778,58.98165039999999,12.9355,5.247,25.47366666666667,0.2708333333333333,2.7190000000000003
194.68,-4.991015012,53.1414,859.0095785785786,0.1651651651651651,27.70061861861862,3.6,9.944,4.9522522522522525,1.069019019019019,44.35335335335336,-5.6175798675,540.9455455455457,4.559252336,21.47422535535536,10.414414414414416,1.102,3.426,4.066364899479479,59.794098998999,14.377377377377377,5.331331331331331,25.6444,0.325,2.730730730730731
193.5,-5.288848012,51.67519999999999,1330.4452524950102,0.1666666666666666,27.754624750499005,3.2,12.622,5.715089820359282,1.0832235528942116,42.80439121756487,-5.951342862500001,543.7694610778443,4.215487764,28.851203646706587,13.246506986027946,1.156,3.16,4.167464756776448,73.26805419161677,15.308383233532934,6.112774451097804,25.7704,0.325,2.781437125748503
193.2,-5.513783798,51.119,1181.9974445554446,0.1738261738261738,27.85308691308692,3.4,14.552,6.28923076923077,1.1036763236763236,35.77922077922078,-6.133293588500001,567.2648351648352,4.499698004,27.36522242557443,12.944055944055949,1.162,3.18,4.421790558371629,79.9933148851149,12.445554445554448,5.57942057942058,25.6044,0.325,2.8161838161838166
196.26,-3.929596292,53.1532,868.2559609609609,0.1611611611611611,27.66255655655656,3.0,8.299000000000001,4.629439439439439,1.0623823823823824,44.39839839839839,-4.5629340560000005,529.3077077077078,4.058924996,21.746221903903905,10.485485485485484,1.12,3.26,3.9764801688288287,56.987938438438434,10.277277277277276,5.4824824824824825,25.8304,0.325,2.621621621621621
194.32,-4.568336372,51.9632,759.9947072927074,0.1598401598401598,27.615148851148856,3.0,10.002,4.901758241758243,1.0635864135864137,50.66733266733268,-5.217585613500001,522.8335664335665,4.159313858,20.805541794205794,10.092907092907094,1.156,3.09,3.971516018181819,58.542411788211794,12.22777222777223,5.103896103896105,25.7284,0.325,2.7482517482517483
194.32,-4.568336372,51.9632,804.805424,0.164,27.683064,3.0,10.002,4.93943,1.06897,45.605,-5.217585613500001,536.7338,4.159313858,21.23903996,10.303,1.156,3.09,4.031512171600001,59.13565039999999,13.04,5.247,25.7284,0.325,2.763
194.32,-4.568336372,51.9632,826.5189080919081,0.1658341658341658,27.705572427572434,3.0,10.002,4.971878121878122,1.0702597402597402,43.74725274725275,-5.217585613500001,541.4495504495505,4.159313858,21.4469711928072,10.402597402597404,1.156,3.09,4.058028342797204,59.70801868131868,13.456543456543455,5.301698301698302,25.7284,0.325,2.7762237762237767
162.88333333333333,-5.218159455,47.13433333333334,838.1187110000002,0.165,27.696782,3.166666666666667,11.835,5.03338,1.07198,44.692,-5.772314437083334,538.9404999999999,4.17076999,21.822656362,10.552,1.2049999999999998,3.15,4.059033401320001,61.2682831,13.079,5.274,25.667,0.2708333333333333,2.77
198.2,-4.287375414,51.783,1692.6844239999998,0.164,27.764894,3.0,10.4502,5.980136,1.09023,44.72500000000001,-4.9296578305,536.8363,5.2999111,34.504772368000005,15.401,1.18,3.18,4.2580119617,79.8161204,14.681,6.709,26.1064,0.325,2.699
193.46,-5.027373114,51.6092,1034.996146853147,0.1668331668331668,27.749804195804195,3.2,11.382,5.66090909090909,1.0943656343656345,42.65334665334666,-5.6696747065,544.1654345654346,4.11456378,25.855995058941065,12.23876123876124,1.158,3.1300000000000003,4.195452953666333,76.23443586413586,11.993006993006992,5.331668331668332,25.696400000000004,0.325,2.776223776223776
162.88333333333333,-5.218159455,47.13433333333334,961.700427,0.166,27.734418000000005,3.166666666666667,11.835,5.47525,1.09126,43.772000000000006,-5.772314437083334,541.9357,4.17076999,24.799996724000003,11.785,1.2049999999999998,3.15,4.1566514341400005,71.06992670000001,11.382,5.283,25.667,0.2708333333333333,2.741
193.46,-5.027373114,51.6092,856.8183246753247,0.1668331668331668,27.72313086913087,3.2,11.382,5.051868131868131,1.0739160839160835,42.65334665334666,-5.6696747065,544.4232767232767,4.11456378,22.001076977022976,10.638361638361635,1.158,3.1300000000000003,4.084145188131868,61.53743286713287,13.415584415584414,5.331668331668332,25.696400000000004,0.325,2.776223776223776
